source,psyid,pmid,doi,title,abstract,year,month,day,journal,authors
psycInfo,2013-07885-022,NA,10.1016/j.jaac.2013.01.002,Review of Papo and Yo.,"Reviews the video game, Papo and Yo by Vander Caballero (2012). Papo and Yo is game based on Vander Caballero’s exorcism of his childhood demons: a magical realist video game about a boy named Quico and his monster. The game’s puzzles use environmental elements of the favela to further Quico and Monster’s progress. The tasks become more difficult as you go, but this is a puzzle-based game, and there is little other resistance to your progress. The puzzles are not overly challenging, perhaps because, rather than the game play, the story itself is your motivation to continue. Living in his imagination, the game’s magical realist setting is Quico’s way of exerting control over his environment as he searches for a way to cope with the turbulent emotions and constant threat of his father’s unpredictable attacks. Gradually, as Quico works his way through the puzzles and his own emotional barriers, the real world resurfaces, but the progressive transformations in his physical appearance never reverse. Papo and Yo is a game about childhood, but probably not a game for children. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,3,NA,Journal of the American Academy of Child & Adolescent Psychiatry,"Billingsley, Mary K."
psycInfo,2013-39437-001,24093013,10.3389/fnhum.2013.00593,Investment and repayment in a trust game after ventromedial prefrontal damage.,"Although trust and reciprocity are ubiquitous in social exchange, their neurobiological substrate remains largely unknown. Here, we investigated the effect of damage to the ventromedial prefrontal cortex (vmPFC)—a brain region critical for valuing social information—on individuals' decisions in a trust game and in a risk game. In the trust game, one player, the investor, is endowed with a sum of money, which she can keep or invest. The amount she decides to invest is tripled and sent to the other player, the trustee, who then decides what fraction to return to the investor. In separate runs, ten patients with focal bilateral damage to the vmPFC and control participants made decision while playing in the role of either investor or trustee with different anonymous counterparts in each run. A risk game was also included in which the investor faced exactly the same decisions as in the trust game, but a random device (i.e., a computer), not another player, determined the final payoffs. Results showed that vmPFC patients’ investments were not modulated by the type of opponent player (e.g., human vs. computer) present in the environment. Thus, vmPFC patients showed comparable risktaking preferences both in social (trust game) and nonsocial (risk game) contexts. In stark contrast, control participants were less willing to take risk and invest when they believed that they were interacting with people than a computer. Furthermore, when acted as trustee, vmPFC patients made lower back transfers toward investors, thereby showing less reciprocity behavior. Taken together, these results indicate that social valuation and emotion subserved by vmPFC have a critical role in trusting and reciprocity decisions. The present findings support the hypothesis that vmPFC damage may impair affective systems specifically designed for mediating social transaction with other individuals. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,9,25,Frontiers in Human Neuroscience,"Moretto, Giovanna; Sellitto, Manuela; di Pellegrino, Giuseppe"
psycInfo,2013-06085-003,NA,10.1111/j.1467-8535.2012.01286.x,Modelling human emotions for tactical decision‐making games.,"The training of tactical decision making increasingly occurs through serious computer games. A challenging aspect of designing such games is the modelling of human emotions. Two studies were performed to investigate the relation between fidelity and human emotion recognition in virtual human characters. Study 1 compared five versions of a virtual character that expressed emotions through different combinations of posture, facial expression, and tone of voice. Results showed that emotion recognition was best when all three behavioural cues were present; posture + face and posture + tone of voice were joint second best. In study 2, these three versions were supplemented with contextual information. Cross-variant comparisons yielded marginal differences in emotion recognition and no differences in tactical decision making. Together, these findings suggest that the combination of posture with either facial expression or tone of voice is sufficient to ensure recognition of human emotions in tactical decision-making games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,3,NA,British Journal of Educational Technology,"Visschedijk, Gillian C.; Lazonder, Ard W.; van der Hulst, Anja; Vink, Nathalie; Leemkuil, Henny"
psycInfo,2012-00650-013,22173739,10.1177/0956797611418676,The ideal self at play: The appeal of video games that let you be all you can be.,"Video games constitute a popular form of entertainment that allows millions of people to adopt virtual identities. In our research, we explored the idea that the appeal of games is due in part to their ability to provide players with novel experiences that let them 'try on' ideal aspects of their selves that might not find expression in everyday life. We found that video games were most intrinsically motivating and had the greatest influence on emotions when players’ experiences of themselves during play were congruent with players’ conceptions of their ideal selves. Additionally, we found that high levels of immersion in gaming environments, as well as large discrepancies between players’ actual-self and ideal-self characteristics, magnified the link between intrinsic motivation and the experience of ideal-self characteristics during play. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,1,NA,Psychological Science,"Przybylski, Andrew K.; Weinstein, Netta; Murayama, Kou; Lynch, Martin F.; Ryan, Richard M."
psycInfo,2013-02313-005,22706582,10.1007/s10803-012-1571-3,"Use of Computer-Assisted Technologies (CAT) to enhance social, communicative, and language development in children with autism spectrum disorders.","Major advances in multimedia computer technology over the past decades have made sophisticated computer games readily available to the public. This, combined with the observation that most children, including those with autism spectrum disorders (ASD), show an affinity to computers, has led researchers to recognize the potential of computer technology as an effective and efficient tool in research and treatment. This paper reviews the use of computer-assisted technology (CAT), excluding strictly internet-based approaches, to enhance social, communicative, and language development in individuals with ASD by dividing the vast literature into four main areas: language, emotion recognition, theory of mind, and social skills. Although many studies illustrate the tremendous promise of CAT to enhance skills of individuals with ASD, most lack rigorous, scientific assessment of efficacy relative to non-CAT approaches. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,2,NA,Journal of Autism and Developmental Disorders,"Ploog, Bertram O.; Scharf, Alexa; Nelson, DeShawn; Brooks, Patricia J."
psycInfo,2014-08939-001,24572401,10.1038/506416a,Monkey brains wired to share.,"This article discusses a game theory test which exposes the neuronal circuits for social interactions in the brains of monkeys. Neurobiologists zoomed in on neural circuits in rhesus macaques by implanting electrode arrays into a brain area called the dorsal anterior cingulate cortex (dACC), which is associated with rewards and decision-making. When the monkeys played the prisoner's dilemma ('A juicy experiment') against a computer program, they rarely chose to cooperate. As the monkey made its decision, a specific set of dACC neurons tended to fire if the animal was choosing to cooperate, allowing the researchers to predict its decision two-thirds of the time. Researchers have long known about mirror neurons, which are involved in copying other individual's actions, but this is the first discovery of neurons that predict another individual's unknown actions. The researchers also found that when they interfered with the cooperation circuit by delivering an electric shock to the area, the monkeys became less likely to cooperate—suggesting that the circuits for social interaction normally override an inherent desire to self-indulge. A closer look at the circuits could reveal how they respond to hormones or drugs. Watching the response of neural circuits in monkeys is a good way to work out how much stimulation or hormone should be applied, and where. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,2,27,Nature,"Reardon, Sara"
psycInfo,2012-31372-006,NA,10.1080/15205436.2011.632106,Social context and video game play: Impact on cardiovascular and affective responses.,"We examined if cardiovascular and affective responding to video game play changed across social context or with game content. Male participants (13–22 years old) played a violent or nonviolent video game. Each participant played the game individually, competitively against a male partner, and cooperatively with the partner. There was no effect of social condition on heart rate (HR) or diastolic blood pressure (DBP). Participants had significantly higher systolic BP (SBP) when playing individually and competitively than when playing cooperatively, probably because play was more continuous. There was no impact of game type for HR or SBP. DBP was significantly higher for participants who played the violent game, perhaps because participants found the violent game more exciting and enjoyable. Participants who played the violent game rated the experimenters more positively than those who played the nonviolent game. Participants found game play more exciting, enjoyable, stressful, and frustrating, but less boring and relaxing, when they played competitively or cooperatively than when they played individually. The results are discussed in terms of the general aggression model. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2012,11,NA,Mass Communication & Society,"Ballard, Mary; Visser, Kara; Jocoy, Kathleen"
psycInfo,2014-09746-002,NA,10.1080/09540091.2014.885264,"Preface to the special issue: Adaptive learning agents, part 1.","Introduces a special issue on Adaptive Learning Agents. An Adaptive Learning Agent is capable of adapting its behaviour in order to react to changes in its environment and using previous experience to improve its performance with respect to some evaluation measure. The community of Adaptive Learning Agents studies systems that are capable of acting autonomously and adapting to their surroundings. This special issue contains selected papers from the 2013 Adaptive and Learning Agents (ALA) workshop, held as a satellite workshop at the Autonomous Agents and MultiAgent Systems conference in St Pauls, MN, USA. The goal of the ALA workshop is to increase awareness and interest in adaptive agent research, encourage collaboration, and provide a representative overview of current research in the area of Adaptive Learning Agents. It aims at bringing together not only different areas of computer science (e.g. agent architectures, reinforcement learning, and evolutionary algorithms), but also different fields studying similar concepts (e.g. game theory, bio-inspired control, and mechanism design). The workshop serves as an interdisciplinary forum for the discussion of ongoing or completed work in ALA and multiagent systems. This special issue contains five carefully selected papers. All papers were presented at the ALA 2013 workshop and were thoroughly reviewed and revised over two separate review rounds. The result provides an excellent overview of the current research directions and state-of-the-art within the adaptive learning agent community. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,1,NA,Connection Science,"Devlin, Sam; Hennes, Daniel; Howley, Enda"
psycInfo,2012-27562-001,23046693,10.1016/j.aap.2012.06.031,'Baby on board': Reducing risk taking in adult drivers in a simulated driving game.,"Two studies examined the effects of different socio-affective factors on risk driving behaviour. In Experiment 1, 87 adult drivers we asked to play a computer-based driving game after being exposed to a series of images that depicted infants, police or neutral information (control condition). In Experiment 2 we tested a further 60 adult drivers. We found a significant effect of our manipulation on driving behaviour, with performance being significantly less risky in the infant condition than in the police and control conditions. In addition, this advantage was not simply due to variations in emotions typically associated with infant pictures. The results of this study highlight the importance of studying the role of socio-affective context when investigating factors that influence driving behaviour. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,1,NA,Accident Analysis and Prevention,"Mammarella, Nicola; Fairfield, Beth; Di Domenico, Alberto; Di Fiore, Teresa"
psycInfo,2013-09432-002,NA,10.1016/j.compedu.2012.12.001,Evaluation of learning outcomes using an educational iPhone game vs. traditional game.,"In this paper, we present an initial study to determine the subject preferences for educational computer games for children, in which 150 education professionals participated. From the results of this first study, we have developed an iPhone game for transmitting knowledge as part of multiculturalism, solidarity and tolerance following established learning theories, several design principles, and the objectives and competences of the Spanish law for primary education. We also report on a second study to determine whether the iPhone game has better learning outcomes than a traditional game by analyzing the participation of 84 children ranging in age from 8 to 10 years old. The frequency of playing with consoles or computer games was also taken into account in this second study, and the worldwide trend of previous studies has been corroborated. For learning outcomes, the results did not show significant differences between the two groups. However, 96% of the children indicated that they would like to play with the iPhone game again, and 90% indicated that they preferred the experience with the iPhone game over the traditional one. From these results, we can conclude that the children achieved similar knowledge improvements using both the autonomous game (iPhone game) and the custom, guided game (traditional game). This could facilitate versatility in the learning process since the learning activity could be performed at any place and time without requiring supervision. Therefore, it could be a useful tool in the learning process and help teachers to fulfill students’ training needs. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2013,5,NA,Computers & Education,"Furió, David; González-Gancedo, Santiago; Juan, M.-Carmen; Seguí, Ignacio; Rando, Noemí"
psycInfo,2012-21723-004,NA,10.1007/s11251-012-9217-6,Learning basic surgical skills through simulator training.,"Computer-based surgical training simulators are instrumental in skill-based training and performance measurement. However, to date, the educational employment of these tools lacks empirically founded insights and effective practical guidelines. This study examined surgical residents during computer-based simulator training of basic laparoscopic surgical skills. The quantitative analysis of residents’ performance averages from training onset to completion produced mixed results, revealing skill improvements as well as decreases, depending on the parameter. The results obtained from the simulator parameters and questionnaires showed that residents with either prior laparoscopic experience or gaming experience significantly outperformed their colleagues. Based on feedback and video-recorded performance analysis, the study concluded that autonomous training with the simulator is not sufficient for developing a minimum standard of performance. Residents need an adequate level of content-based feedback and supervisor support during training. We advise a more detailed and pedagogically informative measurement and feedback system, including specialist-instructor guidance, be developed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,9,NA,Instructional Science,"Silvennoinen, Minna; Helfenstein, Sacha; Ruoranen, Minna; Saariluoma, Pertti"
psycInfo,2012-28059-002,22928779,10.1080/02640414.2012.712714,Optimising technical skills and physical loading in small-sided basketball games.,"Differences in physiological, physical, and technical demands of small-sided basketball games related to the number of players, court size, and work-to-rest ratios are not well characterised. A controlled trial was conducted to compare the influence of number of players (2v2/4v4), court size (half/full court) and work-to-rest ratios (4x2.5 min/2x5 min) on the demands of small-sided games. Sixteen elite male and female junior players (aged 15–19 years) completed eight variations of a small-sided game in randomised order over a six-week period. Heart rate responses and rating of perceived exertion (RPE) were measured to assess the physiological load. Movement patterns and technical elements were assessed by video analysis. There were ∼ 60% more technical elements in 2v2 and ∼ 20% more in half court games. Heart rate (86 ± 4% & 83 ± 5% of maximum; mean ± SD) and RPE (8 ± 2 & 6 ± 2; scale 1–10) were moderately higher in 2v2 than 4v4 small-sided games, respectively. The 2v2 format elicited substantially more sprints (36 ± 12%; mean ± 90% confidence limits) and high intensity shuffling (75 ± 17%) than 4v4. Full court games required substantially more jogging (9 ± 6%) compared to half court games. Fewer players in small-sided basketball games substantially increases the technical, physiological and physical demands. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,10,NA,Journal of Sports Sciences,"Klusemann, Markus; Pyne, David; Foster, Carl; Drinkwater, Eric j."
psycInfo,2016-05620-001,NA,NA,"An introduction: Exploring identity, emotions, and social behaviors with virtual environments.","This editorial provides an overview of the papers presented in the issue International Journal of Gaming and Computer-Mediated Simulations. The goals in this issue is to bring diverse voices to print and beyond so that everyone capture narratives from multiple fields or disciplines. In this special issue the goals included examinations of identity manipulations, perspective-taking, and emotional engagement in virtual environments (VEs), broadly speaking. The articles selected for this issue focuses on many aspects of engagement in VEs and all focused on emotions and behaviors. The goal for this special issue volume was to provide diversity among multiple scholarly articles that would engage the reader in understanding the range of research for studying identity and social behaviors with all types of virtual environments (VEs). (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2014,NA,NA,International Journal of Gaming and Computer-Mediated Simulations,"Tettegah, Sharon; McCreery, Michael; Farley, Jason M."
psycInfo,2012-03065-009,NA,NA,Gamers' versus non-gamers' emotional response in virtual reality.,"Few studies have examined the impact of prior video gaming experience on the stress experienced while immersed in a virtual environment. Our hypothesis was that prior experience with immersive video games could reduce the stressful impact of a virtual environment. We compared emotions in gamers and non-gamers after an immersion in a 3-D environment designed to induce fear. Our results show that the level of fear in people who consider themselves as non-gamers is higher than in gamers. The conclusion addresses the role of presence as a contributing factor. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,NA,NA,Journal of Cybertherapy and Rehabilitation,"Geslin, Erik; Bouchard, Stéphane; Richir, Simon"
psycInfo,2012-02845-022,22403937,10.2466/03.14.22.PMS.113.6.941-956,Effect of partition board color on mood and autonomic nervous function.,"The purpose of this study was to evaluate the effects of the presence or absence (control) of a partition board and its color (red, yellow, blue) on subjective mood ratings and changes in autonomic nervous system indicators induced by a video game task. The increase in the mean Profile of Mood States (POMS) Fatigue score and mean Oppressive feeling rating after the task was lowest with the blue partition board. Multiple-regression analysis identified oppressive feeling and error scores on the second half of the task as statistically significant contributors to Fatigue While explanatory variables were limited to the physiological indices, multiple-regression analysis identified a significant contribution of autonomic reactivity (assessed by heart rate variability) to Fatigue. These results suggest that a blue partition board would reduce task-induced subjective fatigue, in part by lowering the oppressive feeling of being enclosed during the task, possibly by increasing autonomic reactivity. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,12,NA,Perceptual and Motor Skills,"Sakuragi, Sokichi; Sugiyama, Yoshiki"
psycInfo,2012-33752-004,NA,10.1177/1046878112444564,Task-relevant sound and user experience in computer-mediated firefighter training.,"The authors added task-relevant sounds to a computer-mediated instructor in-the-loop virtual training for firefighter commanders in an attempt to raise the engagement and arousal of the users. Computer-mediated training for crew commanders should provide a sensory experience that is sufficiently intense to make the training viable and effective. In practice, sound is an important source of information for firefighters. During an evaluation of a soundless computer-mediated and instructor in-the-loop virtual training, both trainees and instructors frequently remarked that the lack of sound made the simulation less convincing and engaging. Research on entertainment games has shown that users may experience higher levels of presence, engagement, and arousal when sound is included in the simulations. The authors therefore hypothesized that the addition of task-relevant (informative) sounds to a virtual training would raise the engagement and arousal of the users, and the overall convincingness of the simulation. In this study, they included verisimilar and task-relevant sounds in an instructor in-the-loop computer-mediated firefighter training and assessed how these sounds affect user experience. In contrast to the common belief of trainees and instructors, the authors find that merely adding task-relevant sounds does not necessarily increase the engagement and arousal of the users. The authors conclude that the physical presence of (and verbal communication with) the instructor probably distracted from the simulation, and an integral sound design involving mediated communication with a remotely present instructor may be required to resolve this problem. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,12,NA,Simulation & Gaming,"Houtkamp, Joske M.; Toet, Alexander; Bos, Frank A."
psycInfo,2011-28907-010,NA,10.1111/j.1460-2466.2011.01593.x,Media enjoyment as need satisfaction: The contribution of hedonic and nonhedonic needs.,"Most early research on entertainment defines media enjoyment in functional terms as the satisfaction of hedonic needs. Two studies demonstrate the value of including nonhedonic and hedonic need satisfaction in defining enjoyment. Both studies find support for a need‐satisfaction model showing that hedonic (arousal and affect) and nonhedonic (competence and autonomy) need satisfaction account for unique variance in enjoyment experienced during video game play. Study 2 extends the findings of Study 1 to account for noninteractive media entertainment enjoyment. Results show hedonic and nonhedonic need satisfaction to be distinct but complementary components of media enjoyment. Discussion focuses on the advantage of a needs‐based approach for understanding positive valuations of media and offers a new perspective on the enjoyment–appreciation distinction. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,12,NA,Journal of Communication,"Tamborini, Ron; Grizzard, Matthew; Bowman, Nicholas David; Reinecke, Leonard; Lewis, Robert J.; Eden, Allison"
psycInfo,2011-27698-007,NA,NA,User experience in digital games: Differences between laboratory and home.,"Playing entertainment computer, video, and portable games, namely, digital games, is receiving more and more attention in academic research. Games are studied in different situations with numerous methods, but little is known about if and how the playing situation affects the user experience (UX) in games. In addition, it is hard to understand and study the psychology of UX in games. The objective of this study is to show how UX differs when the first-person shooter HALO is played in a laboratory and at home. To disclose this difference, a psychologically valid and multidimensional measurement framework is introduced. UX is profiled according to the level of the sense of presence, involvement, and flow in a between-subjects design. Statistically, the structure of the framework is grounded on a large and heterogeneous gamer data set (N = 2,182). The results showed that the profile of the sense of presence in the laboratory included higher levels of attention and arousal as compared with that of the natural environment. This finding was independent of any of the measured background variables. Other differences between the two situations were more related to the participants’ background. For example, gamers at home were more involved in the game and they felt a higher level of competence. No strong emotional differences between the two situations were found. The authors discuss the complex UX terminology and implications of the framework for implementation of learning games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2011,10,NA,Simulation & Gaming,"Takatalo, Jari; Häkkinen, Jukka; Kaistinen, Jyrki; Nyman, Göte"
psycInfo,2012-17423-001,NA,10.1016/j.chb.2012.06.001,Emotion understanding and performance during computer-supported collaboration.,"Individuals collaborating around and through computers benefit from receiving information that helps them understand one another, which is often termed awareness. This article explores what collaborators understand about each other’s emotions and the potential benefits for performance that might come from raising this understanding. In Experiment 1 co-located collaborators judged each other’s emotions after playing a game that required cooperative data collection and analysis. Their judgements were largely inaccurate and based on their own emotions, suggesting limited emotion understanding. Experiment 2 explored if this could be overcome by making collaborators aware of each other’s emotions. Co-located and remote collaborators played a cooperative puzzle-solving game under conditions of awareness or no awareness. Awareness was manipulated by making collaborators share their self-reported emotions during key moments of their game play. Both remote and co-located collaborators improved their performance after sharing their emotions. However, unlike co-located collaborators, remote collaborators also improved their understanding of each other’s emotions and experienced more positive affect. We conclude by discussing the content of collaborators’ emotion understanding and the probable mechanisms underlying the observed effects of being made aware of a partner’s emotions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,11,NA,Computers in Human Behavior,"Eligio, Ulises Xolocotzin; Ainsworth, Shaaron E.; Crook, Charles K."
psycInfo,2014-40484-001,NA,10.1037/ppm0000058,Editors’ introduction.,"This editor's introduction introduces the fall issue of Psychology of Popular Media Culture. Autumn is a season of shedding, symbolized by leaves falling from trees from transitioning to cold winter, which will make room to grow new leaves in the warm spring. This issue focuses on negative behaviors, judgments, and emotions associated with video games, music, social media, obesity, and psychological stigma that might be shed in order to make a positive paradigm shift. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,10,NA,Psychology of Popular Media Culture,"Kaufman, James C.; Broder Sumerson, Joanne"
psycInfo,2012-09835-001,22465311,10.1016/j.physbeh.2012.03.015,Effects of different post-match recovery interventions on subsequent athlete hormonal state and game performance.,"We tested the effects of different post-match recovery interventions on the subsequent hormonal responses to a physical stress-test and game performance in professional rugby union players. On four occasions, participants (n = 12) completed a video session (1 h each) with accompanying coach feedback the day after a rugby union match. The interventions showed either video footage of player mistakes with negative coach feedback (NCF1) or player successes with positive feedback (PCF1). Both approaches were repeated (NCF2 and PCF2). In the following week, participants were assessed for their free testosterone (T) and cortisol (C) responses to a physical stress-test, pre-game T and game-ranked performance. The PFC1 and PCF2 approaches were both associated with significantly (p < 0.01) greater free T (36% to 42%) responses to the stress-test when compared to NCF1 and NCF2 (16% to −3%), respectively. The PCF interventions were also associated with higher (28% to 51%) pre-game T concentrations and superior game-ranked performances than the NCF approaches (p < 0.01). In conclusion, the post-game presentation of specific video footage combined with different coach feedbacks appeared to influence the free hormonal state of rugby players and game performance several days later. Therefore, within the sporting context, future behaviour and performance might be modified through the use of simple psychological strategies. These data are applicable to generalised human stress responses and their modifiability by prior exposure to a stressor. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,6,25,Physiology & Behavior,"Crewther, Blair T.; Cook, Christian J."
psycInfo,2012-11598-022,NA,10.1016/j.chb.2012.02.018,"Corrigendum to 'Are there optimal levels of arousal to memory? Effects of arousal, centrality, and familiarity on brand memory in video games'.","Reports an error in 'Are there optimal levels of arousal to memory? Effects of arousal, centrality, and familiarity on brand memory in video games' by Eui Jun Jeong and Frank A. Biocca (Computers in Human Behavior, 2012[Mar], Vol 28[2], 285-291). In the original article, the affiliation is incorrectly listed for Eui Jun Jeong. The correct affiliation is present in the erratum. (The following abstract of the original article appeared in record [rid]2012-00508-002[/rid]). Using a modified first-person shooter game, Counter Strike 2, this study tested (1) if the Yerkes–Dodson law could be applied to the relationship between physiological arousal (skin conductance) and brand memory in the new interactive technology setting; (2) if central and familiar ads are better recognized; and (3) if there are any interaction effects among arousal, centrality, and familiarity on brand memory. A pre-test was conducted to estimate the cut-off points of arousal into three levels (low, medium, and high) in the identical setting. Through within-subject analysis, a total of 550 cases were categorized into the three levels of arousal and analyzed. The results showed the highest recognition scores at the medium level of arousal, and no significant difference between the medium and high levels of arousal in brand memory. The participants remembered better centrally located brands than peripheral brands. Familiarity also had a positive relationship with the levels of arousal. Particularly, the recognition scores for centrally located brands increased with the levels of arousal, but no difference was found for peripheral brands. Findings and implications were discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,7,NA,Computers in Human Behavior,"Jeong, Eui Jun; Biocca, Frank A."
psycInfo,2012-15257-005,NA,10.1111/j.1460-2466.2012.01649.x,Characterizing mood management as need satisfaction: The effects of intrinsic needs on selective exposure and mood repair.,"This study attempted to (a) extend traditional mood management theory research by investigating the influence of the intrinsic needs for competence and autonomy on selective exposure to video games and (b) test the influence of satisfying these needs on resultant mood repair. An experiment varied satisfaction of competence and autonomy needs using false feedback. Subjects then selected media that varied in level of user demand. Measures of need satisfaction were taken before and after media selection. Results demonstrated that (a) thwarted intrinsic needs significantly predict the choice of video games with different levels of user demand and (b) the satisfaction of these needs predicts enjoyment. Findings indicate that mood management can result from mood repair through need satisfaction. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,6,NA,Journal of Communication,"Reinecke, Leonard; Tamborini, Ron; Grizzard, Matthew; Lewis, Robert; Eden, Allison; Bowman, Nicholas David"
psycInfo,2012-14484-003,NA,10.1080/15213269.2012.673850,Need satisfaction supportive game features as motivational determinants: An experimental study of a self-determination theory guided exergame.,"Empirical studies have validated that basic needs satisfaction supported by video game play predicts motivation and engagement outcomes. However, few studies specifically manipulated game features for each of the three basic needs specified in the self-determination theory (SDT) to examine how the game features impact players' need satisfaction and game experience. The current study employed an in-house developed exergame and manipulated the game features in a 2 (autonomy-supportive game features: on vs. off) × 2 (competence-supportive game features: on vs. off) experiment to predict need satisfaction, game enjoyment, motivation for future play, effort for gameplay, self-efficacy for exercise using the game, likelihood of game recommendation, and game rating. The manipulated game features led to the corresponding need satisfaction. Manipulated autonomy-supportive and competence-supportive game features had main effects on most motivation and engagement outcomes. Need satisfaction of autonomy and need satisfaction of competence were both found to be mediators for the relationships between the game features and the motivation and engagement outcomes. The findings add evidence to support the underlying mechanism postulated by SDT for media enjoyment and motivation as well as the emerging entertainment research conceptualizing enjoyment as need satisfaction. The findings also have practical implications for intervention effort that intends to capitalize the motivational pull of video games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,5,NA,Media Psychology,"Peng, Wei; Lin, Jih-Hsuan; Pfeiffer, Karin A.; Winn, Brian"
psycInfo,2013-26863-015,NA,10.2196/jmir.1715,Cardiopulmonary resuscitation training in high school using avatars in virtual worlds: An international feasibility study.,"Background: Approximately 300,000 people suffer sudden cardiac arrest (SCA) annually in the United States. Less than 30% of out-of-hospital victims receive cardiopulmonary resuscitation (CPR) despite the American Heart Association training over 12 million laypersons annually to conduct CPR. New engaging learning methods are needed for CPR education, especially in schools. Massively multiplayer virtual worlds (MMVW) offer platforms for serious games that are promising learning methods that take advantage of the computer capabilities of today’s youth (ie, the digital native generation). Objective: Our main aim was to assess the feasibility of cardiopulmonary resuscitation training in high school students by using avatars in MMVM. We also analyzed experiences, self-efficacy, and concentration in response to training. Methods: In this prospective international collaborative study, an e-learning method was used with high school students in Sweden and the United States. A software game platform was modified for use as a serious game to train in emergency medical situations. Using MMVW technology, participants in teams of 3 were engaged in virtual-world scenarios to learn how to treat victims suffering cardiac arrest. Short debriefings were carried out after each scenario. A total of 36 high school students (Sweden, n = 12; United States, n = 24) participated. Their self-efficacy and concentration (task motivation) were assessed. An exit questionnaire was used to solicit experiences and attitudes toward this type of training. Among the Swedish students, a follow-up was carried out after 6 months. Depending on the distributions, t tests or Mann-Whitney tests were used. Correlation between variables was assessed by using Spearman rank correlation. Regression analyses were used for time-dependent variables. Results: The participants enjoyed the training and reported a self-perceived benefit as a consequence of training. The mean rating for self-efficacy increased from 5.8/7 (SD 0.72) to 6.5/7 (SD 0.57, P < .001). In the Swedish follow-up, it subsequently increased from 5.7/7 (SD 0.56) to 6.3/7 (SD 0.38, P = .006). In the Swedish group, the mean concentration value increased from 52.4/100 (SD 9.8) to 62.7/100 (SD 8.9, P = .05); in the US group, the concentration value increased from 70.8/100 (SD 7.9) to 82.5/100 (SD 4.7, P < .001). We found a significant positive correlation (P < .001) between self-efficacy and concentration scores. Overall, the participants were moderately or highly immersed and the software was easy to use. Conclusions: By using online MMVWs, team training in CPR is feasible and reliable for this international group of high school students (Sweden and United States). A high level of appreciation was reported among these adolescents and their self-efficacy increased significantly. The described training is a novel and interesting way to learn CPR teamwork, and in the future could be combined with psychomotor skills training. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2013,1,NA,Journal of Medical Internet Research,"Creutzfeldt, Johan; Hedman, Leif; Heinrichs, LeRoy; Youngblood, Patricia; Felländer-Tsai, Li"
psycInfo,2012-16667-018,22609482,10.1016/j.physbeh.2012.05.009,The effects of different pre-game motivational interventions on athlete free hormonal state and subsequent performance in professional rugby union matches.,"We examined the effect of different pre-match motivational interventions on athlete free testosterone (T) and cortisol (C) concentrations and subsequent match performance in professional rugby union. Male participants (n = 12) playing at a senior or academy level in rugby union were recruited and each completed three interventions (15 min each) before a competitive game; 1) watching a video clip of successful skill execution by the player with positive coach feedback [VPCF1]; 2) watching a video clip of successful skill execution by an opposing player with cautionary coach feedback [VCCF], 3) the player left alone to self-motivate [SM1]. The first and last interventions were retested [VPCF2 and SM2]. Salivary free T and C measures were taken pre-intervention and pre-game. Within each game, players were rated by coaching staff on a key performance indicator (KPI) from identified skills and an overall performance indicator (OPI), where 1 = best performance to 5 = worst performance. The VPCF1 and VPCF2 interventions both promoted significant T responses (11.8% to 12.5%) before each game and more so than SM1, SM2 and VCCF. The VCCF approach produced the largest C response (17.6%) and this differed from all other treatments. The VPCF interventions were also associated with better game KPI (1.5 to 1.8) and OPI ratings (1.7 to 1.8) than SM1, SM2 and/or VCCF. Across all treatments, greater individual T responses and lower C responses were associated with better KPI and OPI outcomes. In conclusion, the pre-game presentation of motivational strategies to athletes involving specific video footage and coach feedback produced different outcomes on two indicators of match performance, which were also associated with changes in free hormonal state. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012,7,16,Physiology & Behavior,"Cook, Christian J.; Crewther, Blair T."
