source,doi,pmid,title,journal,year,type,authors,abstract
anderson2010,10.1111/j.1559-1816.1997.tb01808.x,NA,Late adolescents’ experiences with and attitudes toward videogames.,Journal of Applied Social Psychology,1997,NA,"Barnett, M. A., Vitaglione, G. D., Harper, K. K. G., Quackenbush, S. W., Steadman, L. A., Valdez, B. S.","A total of 229 late adolescents (a large majority 15 to 19 years of age) completed a questionnaire that assesses a broad range of videogame-relevant experiences, preferences, and attitudes. Videogame playing was found to be a more popular, and a more highly regarded, activity among males than females. Gender differences were also found in participants' ratings of their motivations for playing videogames, their evaluations of particular characteristics of videogames, and their selection of their “most favorite” videogame. The differences between frequent and infrequent videogame players appeared to be limited to differences in the extent to which videogame playing is pursued and evaluated as a positive leisure activity, rather than reflecting broad differences in interest or personality. Some relations were found between participants' self-reported personality characteristics (i.e., self-esteem, empathy, conscientiousness, and introversion) and their attitudes toward videogames."
anderson2010,NA,NA,"Impact of violence exposure on hostility, physiological arousal, and health in youth. Dissertation Abstracts International: Section B.","Brady, S. (2006). Impact of violence exposure on hostility, physiological arousal, and health in youth. Dissertation Abstracts International: Section B. The Sciences and Engineering, 66(9), 5079.",2006,THES,"Brady, S.","This study examined the joint effects of lifetime exposure to violence within the home and community and acute exposure to media violence on hostility, physiological arousal, and attitudes toward health risk behaviors. One hundred male undergraduates aged 18-21 who had previously reported low or high lifetime amounts of violence were randomly assigned to play a videogame low (The Simpsons: Hit and Run) or high (Grand Theft Auto III; GTA III) in violent content. Participants randomly assigned to GTA III exhibited greater changes in systolic (SBP) and diastolic blood pressure from the initial rest period to game play, and greater negative affect subsequent to game play, in comparison to adolescents randomly assigned to The Simpsons. Participants randomly assigned to GTA III also exhibited more permissive attitudes towards drinking alcohol and using marijuana and were more competitive during a subsequent task. Greater lifetime violence exposure was associated with greater changes in SBP and pulse rate from the initial rest period to game play and with more permissive attitudes towards violence and drinking alcohol. Two interactions between lifetime violence exposure and laboratory media violence condition were found. Within the low lifetime violence exposure group, videogame condition was not associated with change in SBP from the initial rest period to game play, while within the high lifetime violence exposure group, play of Grand Theft Auto III predicted greater changes in SBP. Lifetime community violence exposure interacted with laboratory media violence condition in predicting hostile attributions. Within the high community violence exposure group, play of GTA III was associated with greater likelihood that participants would think a teacher would accuse them of cheating. The present study is the first experimental study to show that media violence is associated with permissive attitudes towards health risk behaviors that do not directly involve hostility or aggression, such as alcohol and marijuana use. Media violence effects observed in the laboratory may be representative of how any type of violence exposure influences youth, including real-world violence within homes and communities. One consequence of acute or chronic violence exposure among young men may be a greater willingness to engage in generally risky behavior."
anderson2010,10.1002/ab.20208,NA,Young adults’ media use and attitudes toward interpersonal and institutional forms of aggression.,Aggressive Behavior,2007,NA,"Brady, S. S.","Links between media violence exposure and favorable attitudes toward interpersonal violence are well established, but few studies have examined whether associations extend to include favorable attitudes toward institutional forms of aggression. Studies on this topic have not assessed multiple forms of media use and statistically controlled for individual characteristics likely to influence attitudes beyond sociodemographic information. In this study, undergraduate students (N=319) aged 18–20 years (56% male) completed a survey assessing media use (number of hours per week spent playing videogames, watching movies/TV shows, watching TV sports) and attitudes toward interpersonal violence, punitive criminal justice policies, and different types of military activities (preparedness/defense and aggressive intervention). Greater number of hours spent watching TV contact sports was associated with more favorable attitudes toward military preparedness/defense, aggressive military intervention, and punitive criminal justice policies among men independently of parental education, lifetime violence exposure within the home and community, aggressive personality, and constrained problem solving style. Greater number of hours spent watching violent movies/TV was associated with more favorable attitudes toward military preparedness/defense among men and with more favorable attitudes toward interpersonal violence and punitive criminal justice policies among women, but these associations became non-significant when adjusting for covariates. Aggr. Behav. 33:519–525, 2007. © 2007 Wiley-Liss, Inc."
anderson2010,10.1177/0044118X06295988,NA,"Social evaluations of stereotypic images in video games: Unfair, legitimate, or “just entertainment”?",Youth and Society,2007,NA,"Brenick, A., Henning, A., Killen, M., O’Connor, A., Collins, M.","The aim of this study is to assess late adolescents' evaluations of and reasoning about gender stereotypes in video games. Female (n = 46) and male (n = 41) students, predominantly European American, with a mean age 19 years, are interviewed about their knowledge of game usage, awareness and evaluation of stereotypes, beliefs about the influences of games on the players, and authority jurisdiction over three different types of games: games with negative male stereotypes, games with negative female stereotypes, and gender-neutral games. Gender differences are found for how participants evaluated these games. Males are more likely than females to find stereotypes acceptable. Results are discussed in terms of social reasoning, video game playing, and gender differences."
anderson2010,NA,NA,Press start: Exploring the effects of violent video games on boys. Dissertation Abstracts International: Section B.,"Brooks, M. C. (2000). Press start: Exploring the effects of violent video games on boys. Dissertation Abstracts International: Section B. The Sciences and Engineering, 60(12), 6419.",2000,THES,"Brooks, M. C.",NA
anderson2010,NA,NA,"Brusa, J. A. (1987). Effects of video game playing on children’s social behavior (Unpublished doctoral dissertation). DePaul University.","Brusa, J. A. (1987). Effects of video game playing on children’s social behavior (Unpublished doctoral dissertation). DePaul University.",1987,THES,"Brusa, J. A. (1987). Effects of video game playing on children’s social behavior",NA
anderson2010,10.1016/0193-3973(94)90009-4,NA,Impact of virtual reality on young adults’ physiological arousal and aggressive thoughts: Interaction versus observation.,Journal of Applied Developmental Psychology,1994,NA,"Calvert, S. L., Tan, S.","The purpose of this study was to compare the impact of playing versus observing a violent virtual reality game on young adults' arousal levels, feelings of hostility, and aggressive thoughts. Physiological arousal and aggressive thoughts, but not hostile feelings, were higher for participants than for observers of the virtual reality game. Results suggest that technologies varying from observational to participatory modes of interaction can have differing physiological and cognitive consequences."
anderson2010,10.1089/cpb.2006.9.308,NA,"Affect and the computer game player: The effect of gender, personality, and game reinforcement structure on affective responses to computer game-play.",CyberPsychology & Behavior,2006,NA,"Chumbley, J., Griffiths, M.","Previous research on computer games has tended to concentrate on their more negative effects (e.g., addiction, increased aggression). This study departs from the traditional clinical and social learning explanations for these behavioral phenomena and examines the effect of personality, in-game reinforcement characteristics, gender, and skill on the emotional state of the game-player. Results demonstrated that in-game reinforcement characteristics and skill significantly effect a number of affective measures (most notably excitement and frustration). The implications of the impact of game-play on affect are discussed with reference to the concepts of ""addiction"" and ""aggression."""
anderson2010,NA,NA,"Violent video games: Aggression, arousal, and desensitization in young adolescent boys (Unpublished doctoral dissertation).","Cohn, L. B. (1995). Violent video games: Aggression, arousal, and desensitization in young adolescent boys (Unpublished doctoral dissertation). University of Southern California, Los Angeles.",1995,THES,"Cohn, L. B. (1995). Violent video games: Aggression, arousal, and desensitization in young adolescent boys","Video games pervade the lives of today''s children and adolescents. With video games becoming increasingly violent and realistic, it is important to assess their impact. Thus, the purpose of this study was to test the effect of playing violent video games on children''s aggression, arousal, and desensitization to violence. One hundred and twenty-four male sixth- through eighth-graders were randomly assigned to play either a violent video game, a nonviolent video game, or to a control condition where subjects played a simple puzzle. The independent measures consisted of game played, past video game experience, and baseline aggression. The dependent measures consisted of aggression, arousal, and desensitization. Baseline levels of projective aggression were measured with the Child Hostility Inventory (CHI) and post-treatment levels of projective aggression were measured with the Multiple Adjective Check List (MACL). Post-treatment behavioral aggression was measured by the intensity of noxious noise delivered to an opponent in a competitive game. Physiological arousal (heart rate) was monitored with a pulse meter at designated times throughout the experimental conditions. Desensitization did demonstrate that past play experience was related to post-treatment behavioral aggression even when initial levels of aggression were controlled, but was not related to arousal or desensitization. Also demonstrated was that baseline aggression was related to behavioral and projective aggression.
The results are discussed within the context of some of the prominent theories of the transmission of aggressive behavior via violent media, specifically social learning theory and drive theory. Social learning theory was found to be a valuable framework for understanding the effect of video games on children and adolescents. Implications for research on video games are discussed."
anderson2010,10.1111/1467-839X.t01-1-00017,NA,"Investigation of the relationship between social isolation, self-esteem, aggression and computer game play in Japanese adolescents.",Asian Journal of Social Psychology,2003,NA,"Colwell, J., Kato, M.","Some support for expressed concern over the negative consequences of computer game play was obtained by Colwell and Payne (2000) in a questionnaire survey of UK adolescents. A second study was carried out in Tokyo, Japan, to test for generality of findings. There was strong evidence of similarity in relation to play patterns, but in contrast to the UK sample, number of good friends and self-esteem did not relate to game play. A principal components analysis of a scale to measure needs met by game play resulted in the same two previously obtained factors; ‘companionship’ and ‘prefer to friends’. However, in contrast to the UK sample, ‘companionship’ did not relate to play. A positive relation between the ‘prefer to friends’ factor and play was obtained for both boys and girls (boys only in the UK), thus providing support for the ‘electronic friendship’ hypothesis. There was evidence of a positive relation between play and aggression, but a preference for aggressive games was associated with lower aggression scores, and this raises questions for the ‘causal hypothesis’."
anderson2010,10.1111/j.1559-1816.1986.tb01755.x,NA,Video games and aggression in children.,Journal of Applied Social Psychology,1986,NA,"Cooper, J., Mackie, D.","This study examined the effect of playing an aggressive or nonaggressive video game on fifth-graders' free play. Twenty-two pairs of boys and 20 pairs of girls were randomly assigned to one of three conditions. One of the children in each pair played a video game rated by peers as aggressive, a video game with little aggression, or a non-video maze-solving game for 8 minutes. The other child watched. Each child was then left individually to engage in free play in a separate room for 8 minutes, and also given the opportunity to deliver rewards and punishments to another child. The results were similar for both players and observers. Girls evidenced significantly more general activity and aggressive free play after playing the aggressive video game. Girls' activity decreased and their quiet play slightly increased after playing the low aggressive game compared to the control group. Neither video game had any significant effect on boys' free play. Neither girls nor boys gave significantly more punishments or rewards after playing any of the games."
anderson2010,NA,NA,"Video games and children: Effects on leisure activities, schoolwork, and peer involvement.",Merrill-Palmer Quarterly,1986,NA,"Creasey, G. L., Myers, B. J.","Examined the effects of home videogame systems on daily activities for 64 children (aged 9–16 yrs) over a 5-mo period. Three groups were contrasted: a new game group (n = 22), who received a home videogame system in December; an old game group (n = 25), who had owned a videogame for a year; and a no game group (n = 17), who did not own a videogame system. Ss responded to questionnaires about their leisure activities, their school work, and their peer interactions, in both November and March. The new game Ss received an additional assessment in January, 3 wks after 1st receiving their videogame. Results show that an initial high involvement with the videogame soon dropped off. Early decreases in leisure activities (TV, for example) also soon disappeared. School activities and peer involvement were not affected at any point. It is concluded that owning a videogame does not greatly alter a child's activities. (12 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
anderson2010,10.1111/j.1559-1816.2003.tb01962.x,NA,Immediate and prolonged effects of videogame violence.,Journal of Applied Social Psychology,2003,NA,"Deselms, J. L., Altman, J. D.","This study examined the relationship between playing violent videogames and sensitivity to aggressive acts. In 2 experiments, college students were randomly assigned to play violent or less violent videogames. They then read a series of criminal vignettes and assigned prison sentences to violent criminals. In the second experiment, participants returned 1 hr later and completed a second series of vignettes. A significant interaction between gender and videogame was found in both experiments. Men who played the violent game gave more lenient sentences to criminals than did those who played the less violent game. In the second experiment, women, unlike men, assigned harsher sentences after playing the violent game. The effects were found to persist for at least 1 hr."
anderson2010,10.1111/j.1460-2466.1984.tb02165.x,NA,"Videogames, television violence, and aggression in teenagers.",Journal of Communication,1984,NA,"Dominick, J. R.",NA
anderson2010,NA,NA,The physical and emotional experience of violence in video games. Dissertation Abstracts International: Section B.,The Sciences and Engineering,2005,THES,"Dubenitz, J. (2005). The physical and emotional experience of violence in video games. Dissertation Abstracts International: Section B. The Sciences and Engineering, 66","Despite a considerable amount of speculation regarding the psychological significance of violence in video games, the research literature has yet to present a clear understanding of its consequence. The present research sought to develop increased understanding of video game violence through focus on two poorly understood areas of the literature: (Study 1) the relationship between violence, physiological arousal and attitudes toward guns and violence; (Study 2) the influence of violence on the way boys perceive goodness and badness. In order to address both research areas, 45 boys, ranging in age from 16-19 were randomly assigned to one of three separate groups that would be exposed to differing levels of video game violence. They were provided questionnaires before playing the games that assessed: (a) attitudes toward guns and violence; (b) thoughts and feelings on goodness and badness, and (c) video gaming habits. A week later, baseline measures of arousal (heart rate, systolic and diastolic blood pressure) were obtained for each participant prior to game play. After playing a non-violent game or another game with violence features turned on or off, each participant had a post heart rate blood pressure reading taken and completed a post survey on goodness and badness. The results of Study 1 did not find significant change in heart rate or blood pressure for either the control condition or for the groups exposed to differing levels of violence over a 30 minute game play period. Furthermore, there was no evidence that attitudes toward guns and violence or race influenced physiological response. In the context of the literature on arousal, the results suggest that arousal as a factor of violence does occur though it is ephemeral. Study 2 sought to explore whether violence in video games might be a venue for adolescents to explore ethical self-development; and whether this exploration may be evident in how they articulate goodness and badness. Although statistically significant change was noted on individual survey questions, overall, change was minimal. While the results do not support the proposed theoretical model, further suggestions for exploration are discussed."
anderson2010,10.1016/S0193-3973(02)00124-7,NA,Not so doomed: Computer game play and positive adolescent development.,Applied Developmental Psychology,2002,NA,"Durkin, K., Barber, B.","It has been speculated that computer game play by young people has negative correlates or consequences, although little evidence has emerged to support these fears. An alternative possibility is that game play may be associated with positive features of development, as the games reflect and contribute to participation in a challenging and stimulating voluntary leisure environment. This study examined the relationship between game play and several measures of adjustment or risk taking in a sample of 16-year-old high school students. No evidence was obtained of negative outcomes among game players. On several measures—including family closeness, activity involvement, positive school engagement, positive mental health, substance use, self-concept, friendship network, and disobedience to parents—game players scored more favorably than did peers who never played computer games. It is concluded that computer games can be a positive feature of a healthy adolescence."
anderson2010,10.1111/j.1468-2958.2006.00279.x,NA,Video game violence and the female game player: Self- and opponent gender effects on presence and aggressive thoughts.,Human Communication Research,2006,NA,"Eastin, M.","Adding depth and breadth to the general aggression model, this paper presents three experiments that test the relationships among user and opponent gender representation, opponent type, presence, and aggressive thoughts from violent video game play. Studies 1 and 2 suggest that females experience greater presence and more aggressive thoughts from game play when a gender match between self and game character exists. Studies 2 and 3 indicate that playing against a human opponent (rather than a computer) increases aggressive thoughts. Finally, although Studies 1, 2, and 3 indicate that playing as a female against a male opponent increases aggressive thoughts, Studies 1 and 2 suggest that playing as a male against a female opponent consistently and significantly decreases aggressive thoughts."
anderson2010,10.1111/j.1468-2958.2007.00307.x,NA,The influence of competitive and cooperative group game play on state hostility.,Human Communication Research,2007,NA,"Eastin, M. S.","Most research on violent video game play suggests a positive relationship with aggression-related outcomes. Expanding this research, the current study examines the impact group size, game motivation, in-game behavior, and verbal aggression have on postgame play hostility. Consistent with previous research, group size and verbal aggression both displayed a significant positive relationship with hostility. From these results, avenues for future research on anti- and prosocial outcomes from group gaming are offered."
anderson2010,10.3758/BF03333828,NA,The role of video game playing in adolescent life: Is there reason to be concerned?,Bulletin of the Psychonomic Society,1984,NA,"Egli, E. A., Meyers, L. S.","One hundred fifty-one subjects from 10 to 20 years old were surveyed to determine their attitudes toward video game playing and its role in their lives. Concerns have been expressed in the public media that video game playing is addictive for youngsters and leads to excessive expenditures of time and money, poorer school performance, reduced involvement in sports, and less opportunity to develop social skills. The survey data did not support these contentions. Although approximately 10% of the subjects appeared to show some compulsive aspects in their play, no identifiable problems were correlated with the amount of time spent playing. For the great majority, video game playing was an enjoyable activity held in perspective with other aspects of their lives. We gratefully acknowledge the arcade owners’ cooperation in allowing us to conduct the survey on their premises."
anderson2010,NA,NA,Asobi ga jidou no shinshin ni ataeru eikyo ni tsuite: Jidou no kougekisei shakaisei ni chumokushite [The effect of play on psychological aspect of children: Focusing on aggression and social development of children].,Journal of Applied Educational Research,2007,NA,"Endo, T., Hoshiyama, K., Yasuda, M., Saito, Y.",NA
anderson2010,NA,12596459,"The relationship between violent video games, acculturation, and aggression among Latino adolescents.",Biomedica,2002,NA,"Escobar-Chaves, S. L., Kelder, S., Orpinas, P.","Multiple factors are involved in the occurrence of aggressive behavior. The purpose of this studywas to evaluate the hypotheses that Latino middle school children exposed to higher levels ofvideo game playing will exhibit a higher level of aggression and fighting compared to childrenexposed to lower levels and that the more acculturated middle school Latino children will playmore video games and will prefer more violent video games compared to less acculturatedmiddle school Latino children. This study involved 5,831 students attending eight public schoolsin Texas. A linear relationship was observed between the time spent playing video games andaggression scores. Higher aggression scores were significantly associated with heavier videoplaying for boys and girls (p<0.0001). The more students played video games, the more theyfought at school (p<0.0001). As Latino middle school students were more acculturated, theirpreference for violent video game playing increased, as well as the amount of time they playedvideo games. Students who reported speaking more Spanish at home and with their friends wereless likely to spend large amounts of time playing video games and less likely to prefer violentvideo games (p<0.05)."
anderson2010,10.1111/j.1460-2466.2006.00025.x,NA,"Contextual features of violent video games, mental models, and aggression.",Journal of Communication,2006,NA,"Farrar, K., Krcmar, M., Nowak, K.","This experiment employed a 2 (third vs. first person) × 2 (blood on/off) × 2 (sex) design in order to examine the effects of two internal video game manipulations: the presence of blood and point of view on participants’ perceptions of the game. Overall, when the blood manipulation was on, participants perceived greater gore. Players were significantly more focused when they played in the third-person point of view than when they played in first person. Males were more involved in the game overall regardless of point of view, but females were more focused and involved when they played in third, not first, person. In addition, we wanted to see if game manipulations and perceptions of the game affected aggressive outcomes. Those who played the game in the blood-on condition had more physically aggressive intentions, and when players were more involved and immersed in the game, they reported greater hostility and physically aggressive intentions. Findings are discussed as they relate to mental models of media violence."
anderson2010,10.1037/1076-898X.13.1.22,NA,"Virtual driving and risk taking: Do racing games increase risk-taking cognitions, affect, and behaviors?",Journal of Experimental Psychology: Applied,2007,NA,"Fischer, P., Kubitzki, J., Guter, S., Frey, D.","Research has consistently shown that aggressive video console and PC games elicit aggressive cognitions, affect, and behaviors. Despite the increasing popularity of racing (driving) games, nothing is known about the psychological impact of this genre. This study investigated whether playing racing games affects cognitions, affect, and behaviors that can promote risk taking in actual road traffic situations. In Study 1, the authors found that the frequency of playing racing games was positively associated with competitive driving, obtrusive driving, and car accidents; a negative association with cautious driving was observed. To determine cause and effect, in Study 2, the authors manipulated whether participants played 1 of 3 racing games or 1 of 3 neutral games. Participants who played a racing game subsequently reported a higher accessibility of cognitions and affect positively associated with risk taking than did participants who played a neutral game. Finally, on a more behavioral level, in Study 3, the authors found that men who played a racing game subsequently took higher risks in computer-simulated critical road traffic situations than did men who played a neutral game. Theoretical and practical implications are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
anderson2010,NA,NA,The effects of television and electronic games on aggression and prosocial behavior in middle childhood (Unpublished doctoral dissertation).,"Fleming, M. J. (2006). The effects of television and electronic games on aggression and prosocial behavior in middle childhood (Unpublished doctoral dissertation). University of Canberra, Canberra, Australian Capital Territory, Australia.",2006,THES,"Fleming, M. J. (2006). The effects of television and electronic games on aggression and prosocial behavior in middle childhood",NA
anderson2010,10.2224/sbp.1992.20.1.39,NA,"Videogames, aggression, and self-esteem: A survey.",Social Behavior and Personality,1992,NA,"Fling, S., Smith, L., Rodriguez, T., Thornton, D., Atkins, E., Nixon, K.",A survey was administered to 153 sixth through twelfth graders. It included items on videogame play plus self-esteem and aggression scales. Teachers also rated the children on self-esteem and aggression. Amount of videogame play correlated with aggression and not with self-esteem. About 4796 of the sample said some videogames might foster anger or aggression. Among other results was evidence that boys play videogames more than girls and are more aggressive than girls. Self-esteem and aggression were positively correlated on teacher ratings but negatively on self-ratings.
anderson2010,NA,NA,Effects of videogame play in boys: An examination of adrenocortical activity and behavior. Dissertation Abstracts International: Section B.,"Fulgham, L. M. (2003). Effects of videogame play in boys: An examination of adrenocortical activity and behavior. Dissertation Abstracts International: Section B. The Sciences and Engineering, 64(2), 983.",2003,THES,"Fulgham, L. M.","This study sought to extend the literature on the effects of videogame play in young children, as well as extend and support the developmental psychobiological literature on cortisol-stress response in young children, including its relation to age and temperament. Cortisol levels, aggression, attention, and compliance were measured before and after play with a non-violent videogame for the treatment group, and before and after a children''s television program for the control group. Participants were 75 typically developing 5 to 7 year-old boys with videogame play experience, and their families. Children participated in a 1-½ hour laboratory session that included pre and posttest measures of salivary cortisol, free-play, and attention. A posttest interview was also administered to measure levels of interpersonal aggression. Parents completed three surveys: The Child Behavior Questionnaire (Ahadi, Rothbart, & Ye, 1993); The Child Behavior Checklist (Achenbach, & Edelbrock, 1981); and a demographic questionnaire. Parents also completed a posttest phone interview to assess child non-compliance. Data reported here confirm that boys who played routine, non-violent videogames demonstrated a significant increase in observable levels of object aggression immediately after videogame play, as well as an increase in non-compliance to parental requests for several hours after videogame play. In support of previous research (e.g., Davis, Donzella, Krueger, & Gunnar, 1999), children who scored higher on the temperamental dimension of surgency/extraversion exhibited significantly higher levels of cortisol two hours-posttest than non-surgent children. Boys in the videogame condition had higher levels of cortisol than boys in the control condition two hours posttest, but this effect was independent of temperamental profile, and did not reflect a within subject increase in cortisol. Contrary to expectations, older, not younger, children demonstrated increased levels of aggression, younger boys did not differ from older boys on levels of cortisol, and attention was not compromised by videogame play. The behavioral effects of videogame play warrant precautionary measures for surgent and non-surgent children with regard to routine videogame exposure. Suggestions for future researchers include longer-term follow-up, expansion of age ranges, and greater numbers of cortisol collections."
anderson2010,10.1111/j.1460-2466.1996.tb01472.x,NA,Video games: Benign or malignant?,Developmental and Behavioral Pediatrics,1992,NA,"Funk, J.","Describes the current status of research on the effects of video game playing in the following areas of investigation: video game epilepsy, aggression, psychopathology and personality features, and academic performance. It appears that playing video games may have an important influence on the lives of frequent players, but research is preliminary. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
anderson2010,10.1177/0044118X99030003002,NA,Rating electronic games: Violence is in the eye of the beholder.,Youth & Society,1999,NA,"Funk, J. B., Flores, G., Buchman, D. D., Germann, J. N.","Commercial ratings assist parents in monitoring their children's media experiences. Exposure to media violence may affect attitudes and behavior, and rating systems should accurately reflect the presence of violent content. Validity indicators for commercial rating systems are examined, including consistency with consumer perceptions. Violent electronic games are a contemporary media phenomenon. A comparison of commercial ratings for popular electronic games with consumer perceptions of game content indicates that, for games with obviously nonviolent or very violent content, there is agreement between consumers and the commercial system. However, there is considerable disagreement about notable violent content in games with cartoon-type violence. Recommendations include incorporating consumer perceptions into a comprehensive, content-based, informational rating system for all entertainment media."
anderson2010,10.2466/pr0.1999.85.3.883,NA,Children and electronic games: A comparison of parents’ and children’s perceptions of children’s habits and preferences in a United States sample.,Psychological Reports,1999,NA,"Funk, J., Hagan, J., Schimming, J.","Despite the popularity of violent electronic games, anecdotal evidence suggests that many parents lack even basic information about children's game-playing habits. The goal of the present study was to examine parental knowledge of children's electronic game-playing habits by assessing the congruence between children's and parents' perceptions of child's playing time, parental supervision, game preference, and reaction to actual game-playing. 35 children in Grades 3 to 5 and one parent of each child completed a background questionnaire and played either a violent or nonviolent electronic game. In paired comparisons, parents reported significantly higher estimates of supervision time than children. Most parents either named an incorrect game or were not able to guess their child's favorite game. In 70% of these incorrect matches, children described their favorite game as violent. Parents may underestimate their child's exposure to violence in electronic games. After playing the same electronic game as part of the study, parents reported significantly higher frustration than children. Higher frustration with game-playing could contribute to deficits in parental knowledge of children's playing habits."
anderson2010,10.1002/ab.90015,NA,Aggression and psychopathology in adolescents with a preference for violent electronic games.,Aggressive Behavior,2002,NA,"Funk, J. B., Hagan, J., Schimming, J., Bullock, W. A., Buchman, D. D., Myers, M.","Associations between a preference for violent electronic games and adolescents’ self-perceptions of problem behaviors and emotions were examined. It was predicted that a preference for violent games would be associated with negative externalizing characteristics, in particular aggressive emotions and behaviors, on the Youth Self-Report (YSR), a standardized self-report measure of adolescent problem behaviors. Thirty-two 11- through 15-year-olds (17 girls) listed and categorized favorite electronic games into one of six predetermined categories and completed the YSR. MANOVA revealed significant relationships between a preference for violent games and the Thought Problems subscale (P < .01) and YSR Total Score (P < .05), with trends noted for the Internalizing (P < .06) and Anxious-Depressed (P < .08) subscales. Expected relationships with externalizing behaviors, including aggression, were not found. However, across all YSR subscales, children with higher preference for violent games had more clinically significant elevations than those with low preference for violent games. On the Total Problems subscale, of the eight children receiving scores in the clinically significant range, six were in the High preference group (three boys and three girls). The failure to find the expected relationships between a preference for violent games and aggressive, externalizing behaviors is puzzling. It is possible that individuals with a preference for violent games may have high exposure to all forms of media violence. Their perceptions of their own behavior, in comparison, may not seem sufficiently aggressive to justify endorsement of problems in this area. Or, playing violent electronic games may promote a disconnection between the emotions normally associated with violence and violent acts. These explanations are consistent with a desensitization model where exposure to media violence decreases sensitivity to aggression. Aggr. Behav. 28:134–144, 2002. © 2002 Wiley-Liss, Inc."
anderson2010,10.1080/00223980.1983.9915409,NA,Personality differences between high and low electronic video game users.,Journal of Psychology,1983,NA,"Gibb, G. D., Bailey, J. R., Lambirth, T. T., Wilson, W. P.","In recent months a controversy has emerged in the United States over the possible effects video game usage has on the individual personality. At present no empirical data exist to indicate whether there are any personality differences between high- and low-use video game players. High and low users of video games (N = 280) were compared by sex. No significant differences were found between groups for either sex on the personality dimensions of: 1) self-esteem–self-degradation, 2) social deviancy–social conformity, 3) hostility–kindness, 4) social withdrawal–gregariousness, 5) obsessive–compulsive, and 6) achievement motivation. Correlations between the six personality variables and the weekly amount of time spent playing video games yielded no significant relationships for either sex. Correlations between the variables and length of experience with video games indicated that females with longer experience were more achievement motivated than females with lesser experience."
anderson2010,NA,NA,Effects of playing violent versus nonviolent video games on the aggressive ideation of aggressive and nonaggressive children.,Child Study Journal,1985,NA,"Graybill, D., Kirsch, J. R., Esselman, E. D.","39 2nd, 38 4th, and 39 6th graders were identified as aggressive or nonaggressive on the basis of peer ratings. Ss then played a violent or nonviolent video game for 8 min and were then administered the Rosenzweig Picture-Frustration Study. Ss who played the violent video game exhibited fewer defensive fantasies and tended to exhibit more assertive or need-persistent fantasies than did Ss who played the nonviolent game. For nonaggressive females, the barrier responsible for frustration was more salient in their fantasies after playing the violent video game. Results suggest that aggression in the context of a video game discharges children's aggressive impulses in a socially acceptable way, leaving the children less defensive and more assertive. (6 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
anderson2010,NA,NA,Effects of playing versus observing violent versus nonviolent video games on children’s aggression.,Psychology: A Quarterly Journal of Human Behavior,1987,NA,"Graybill, D., Strawniak, M., Hunter, T., O’Leary, M.","Examined the short-term effects of playing vs observing violent vs nonviolent video games on the aggression of 146 2nd–6th graders. Ss played or observed their violent or nonviolent games for 14 min, then completed 3 measures of aggression. The behavioral measure was an apparatus on which Ss could push buttons to hurt or help another child. Ss also completed 2 self-report measures, A. D. Leifer and D. F. Roberts's (1972) response hierarchy measure and the Rosenzweig Picture-Frustration Study. There were no differences between the violent and nonviolent conditions on the measures of aggression. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
anderson2010,10.1002/casp.2450050307,NA,Computer game playing in adolescence: Prevalence and demographic indicators.,Journal of Community & Applied Social Psychology,1995,NA,"Griffiths, M. D., Hunt, N.","Computer game playing is a popular activity among adolescents yet there have been no systematic studies in the U.K. on its prevalence and its demographics. A questionnaire study was undertaken with 387 adolescents (12–16 years of age) to establish the time spent playing computer games, who they first started playing with, the reasons why they first started and why they play now and negative consequences of play. Results revealed that for many adolescents, home computer game playing can take up considerable time with 7% of the sample playing for at least 30 hours a week. Although there were no differences between males and females in who played computer games, it was established that males were found to play significantly more regularly than females."
anderson2010,10.1089/cpb.2006.9956,NA,Excessive computer game playing: Evidence for addiction and aggression?,CyberPsychology & Behavior,2007,NA,"Grusser, S. M., Thalemann, R., Griffiths, M. D.","Computer games have become an ever-increasing part of many adolescents' day-to-day lives. Coupled with this phenomenon, reports of excessive gaming (computer game playing) denominated as ""computer/video game addiction"" have been discussed in the popular press as well as in recent scientific research. The aim of the present study was the investigation of the addictive potential of gaming as well as the relationship between excessive gaming and aggressive attitudes and behavior. A sample comprising of 7069 gamers answered two questionnaires online. Data revealed that 11.9% of participants (840 gamers) fulfilled diagnostic criteria of addiction concerning their gaming behavior, while there is only weak evidence for the assumption that aggressive behavior is interrelated with excessive gaming in general. Results of this study contribute to the assumption that also playing games without monetary reward meets criteria of addiction. Hence, an addictive potential of gaming should be taken into consideration regarding prevention and intervention."
