source,psyid,pmid,doi,title,abstract,year,month,day,journal,authors
psycInfo,2009-10022-012,NA,NA,Film aesthetics and the embodied brain.,"Moving pictures are (in tandem with video games and certain virtual reality applications) the most sophisticated simulation of human experience by the interaction of the embodied brain and the world (see Anderson, 1996). This complexity demands and makes possible a series of higher-order integrative processes to make a unified aesthetic experience out of these different fields. The most important tools of integration are narrative, emotions, and feelings. Topics discussed in this chapter include film experience and brain architecture; storytelling and primitive self-emotions; the PECMA flow and visual aesthetics of mental life; the brain's reality status, evaluations, and film; and brain architecture and film aesthetics. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2009,NA,NA,NA,"Grodal, Torben"
psycInfo,2008-12491-000,NA,NA,Cyberpsychology: An introduction to human-computer interaction.,"Cyberpsychology is about humans and computers and the psychology of how they interact. Computers permeate nearly every human activity in the modern world and affect human behavior from the most basic sensory-motor interactions to the most complex cognitive and social processes. This book begins with a brief history of psychology and computers and a comparison of the human nervous system and the circuitry of a computer. A number of theories and models of human-computer interaction are presented, as well as research methods and techniques for usability testing. Following the typical contents of an introduction to psychology, the book then discusses sensation and perception, learning and memory, thinking and problem solving, language processing, individual differences, motivation and emotion, social relations, and abnormal behavior as they impact the human-computer interface. Finally, specific issues of artificial intelligence, assistive technologies, video games, and electronic education are presented. Cyberpsychology is the new psychology. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2008,NA,NA,NA,"Norman, Kent L."
psycInfo,2007-00066-003,NA,NA,Implicit and explicit measures for analyzing the aggression of computer gamers.,"The effects of playing computer games on children has become an important issue in psychological research in the last couple of years. The question of whether playing computer games leads to increased aggression, particularly among those playing violent games excessively, has stimulated numerous studies. Currently, the meta-analytic findings seem to imply that being exposed to violent games increases aggressive behavior, aggressive cognition, aggressive affect, and physiological arousal as well as it decreases helping behavior on average. Nevertheless, from a meta-analytical point of view, each effect size is subject to errors of unknown magnitude, and these errors can only be overcome by aggregation of similar studies, yielding more reliable estimates of effect sizes. It is not surprising that some researchers question that violent video games have detrimental effects in real life contexts--either on the basis of single-study results or on the grounds of legitimate arguments. In this chapter, we emphasize another important issue when encountering weak or null effects in aggression-related studies: the methods used when assessing aggressiveness and aggressive behaviors. More precisely, it is a well-known problem that self-reports on socially sensitive topics (such as aggressive thoughts, aggressive feelings, and aggressive behavior) can be biased and, thus, lead to inconsistent results. Within this contribution we argue that these self-reported variables, i.e., explicit measures, might meaningfully be complemented by newly developed methods, so-called implicit measures, that aim at assessing automatic affect and cognition. Although there are still many methodological problems to overcome, implicit measures have already added to our knowledge of preactivation of emotional and cognitive content in social encounters. In the following, we will (a) highlight advantages of implicit measures, (b) suggest that aggression research might profit from measuring (automatic) affective reactions and predicting (spontaneous) behaviors, (c) describe the general procedure of aggression-related Implicit Association Tests (lATs), (d) and show how these automatic cognitive-affective processes can be integrated into current models of aggressive emotions and aggressive reactions. Finally, we will report our own findings that used implicit measures to explore the consequences of playing violent computer games with regard to the automatic self-concept and attitudes toward aggressive behavior among young adults and school children. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2007,NA,NA,NA,"Bluemke, Matthias; Zumbach, Joerg"
psycInfo,2008-14110-006,NA,10.1075/aicr.74.09val,Affective bodies for affective interactions.,"Examines the issue of expressive behavior in 3D graphical characters in motion. The authors explore a computer graphics approach in which the posture and stance required for an action can be modified by the affective state of the character to produce expressive behavior in real time. This approach combines neutral animations, stance composition and changes in the speed and amplitude of the animation to create different affective scripts, and can be used in different characters from both humanoid and non-humanoid skeletons. Examples of such scripts are provided in the context of the computer game Fantasy A, a magic duel in which characters fight each other using spells. Unlike other computer games, the user does not decide which magic spell to use but influences the emotional state of the character, and this chooses spells autonomously. To be able to play, the user must thus recognize the emotional states of the characters. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2008,NA,NA,NA,"Vala, Marco; Paiva, Ana; Gomes, Mário Rui"
psycInfo,2008-14110-014,NA,10.1075/aicr.74.17gil,Semi-autonomous avatars: A new direction for expressive user embodiment.,"Computer animated characters come in many different forms. Film characters require a substantial amount of off-line animator effort to achieve high levels of quality; these techniques are not suitable for real time applications and are not the focus of this chapter. Non-player characters (typically the bad guys) in games use limited artificial intelligence to react autonomously to events in real time. However, avatars are completely controlled by their users, reacting to events solely through user commands. This chapter will discuss the distinction between fully autonomous characters and completely controlled avatars and how the current differentiation may no longer be useful, given that avatar technology may need to include more autonomy to live up to the demands of mass appeal. We will firstly discuss the two categories and present reasons to combine them. We will then describe previous work in this area and finally present our own framework for semi-autonomous avatars. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2008,NA,NA,NA,"Gillies, Marco; Ballin, Daniel; Pan, Xueni; Dodgson, Neil A."
psycInfo,2007-09150-000,NA,NA,Children's learning in a digital world.,"'Playing computer videogames can be just what you need to get a job.' Could such a statement ever be true? Computer games, software, and networking technologies are often viewed as threats to the social, emotional, and physical well-being and development of children. However, such beliefs are often unfounded. This new collection of research presents a range of research on topics from the impact of ultra-violent videogames on children and youth who participate in entertainment violence, to the benefits these technologies have to offer. Videogames, computers, and the Internet can provide opportunities for problem solving, creativity, and autonomy; in particular, carefully constructed software can provide an alternative to traditional classroom learning. This book is one of the first books to examine the impact of computers in both formal or school learning environments and informal learning contexts. It presents ideas from international scholars on the impact of computers, the Internet, and videogames on children's learning, as well as the social and cultural issues that affect technology use. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2008,NA,NA,NA,"Willoughby, Teena; Wood, Eileen"
psycInfo,2007-09555-000,NA,10.1093/acprof:oso/9780195320442.001.0001,"Adolescents, media, and the law: What developmental science reveals and free speech requires.","In this book Roger Levesque focuses on the impact of media on adolescents. As he notes in his introductory chapter, today's adolescents are inundated with a wide variety of media, more so than any prior generation. Television, video games, movies, Internet, and MP3 players play an increasing dominant role in the lives of many youth. Unlike prior generations, adolescents are considerably more autonomous, typically interacting with the media with little or no adult supervision. Media clearly play an important role in shaping adolescent identity, behavior, and health. Levesque's perspective is that the media can have both positive and negative effects on adolescent behavior and he is interested in understanding these effects in the context of adolescent development. He cautions us to not view the relationship of media and adolescent development in a narrow and simplistic manner. Indeed, while he acknowledges that the research on media effects has provided useful information about its impact, he is clear that the research falls short in aiding our understanding of the multiple factors that shape adolescent development. Professor Levesque notes that the media's impact on prosocial behavior may be more powerful than its negative impact. Unfortunately, a substantial amount of the research focuses on the negative effects. He presents concise, clear summaries of what the research tells us about the impact of the media in four areas: violence, body images, smoking, and sexuality. He identifies gaps in our knowledge and provides directions for future research. He points to many contradictory findings and notes that we have insufficient information about long-term effects. His conclusion that there is evidence of negative effects in each of these areas will not be surprising to most. This review of research is important in that it supports the conclusion that society should be concerned about the impact of media on adolescent development. It provides the basis for his analysis of how society should respond to this concern. He notes that the dominant response has been censorship to restrict access of adolescents to certain media. Parents are, of course, expected to be the primary mechanism for restricting access. As Levesque points out, this may be viable with young children but generally fails with adolescents. Following a stimulating and thoughtful discussion of free speech rights, he concludes that the current legal approaches to limit adolescent rights also fail to address the concerns, and he concludes that the legal system's adult-centered approach has negatively impacted the constitutional rights of adolescents. Levesque proposes a creative alternative, one that would not restrict adolescent access but rather would foster self-governance and increased civic participation. Rather than focusing on media as a source of negative influence, his approach seeks to promote the development of competency through access to information. His analysis and recommendations will be of interest to adolescents, parents, teachers, school administrators, community leaders, and policy makers, and I expect they will provide the foundation for stimulating and valuable discussion about the role of media in our society. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2007,NA,NA,NA,"Levesque, Roger J. R."
psycInfo,2007-07847-004,NA,NA,Piaget and Power Rangers: What can theories of developmental psychology tell us about children and media?,"There is now a growing body of evidence detailing how people use different forms of media, and how the media--primarily television, films, and video games--are likely to affect them. Much of this research shows that children of different ages use and are affected by the media differently (Dorr, 1986; Kundanis, 2003; Van Evra, 2004). Theories of developmental psychology can help us interpret this evidence by identifying the potential mechanisms explaining why those effects may occur, and by guiding our predictions about which children are most at risk for specific effects. They also help to explain how children make sense of media content, and how their understanding of the media changes with age. Finally, in the absence of a credible mechanism or theoretical explanation for how two variables are related, developmental theories can help to separate real causal relationships from spurious ones. Generally speaking, developmental theories can be organized into three main categories: those that emphasize the development of acquired behaviors, those that emphasize the development of cognition (that is, attention, learning, memory, understanding, and judgments), and those that emphasize the development of personality and emotions (including the psychoanalytic theories of Freud and Erikson). Other theories that are typically part of a developmental approach include neurobiology theories (emphasizing brain functioning and responses), and ecological theories (emphasizing the multiple and interactive environments in which a child develops and functions). Which theoretical approach you use to explain a given set of data or observations depends partly on your own view of human development and partly on the nature of the question under consideration. Theories differ in their emphasis on cognition, for example. If you are interested in how children understand (or misunderstand) what they see on television, then all of the cognitive theories will be very applicable to that question; many other theories (for example, behaviorism or Freud's psychosexual theory) have little to say about thinking or understanding. In addition, some developmental theories describe qualitative changes that occur during specific and predictable stages of development (for example, Piaget's theory), whereas others portray a more gradual process of changes that occur with age (for example, social learning and information-processing theories). Finally, some theories emphasize the importance of innate, biological, or unconscious influences ('nature'), while others stress the importance of environmental influences ('nurture'); the latter are more useful for studying children and media. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2007,NA,NA,NA,"Scheibe, Cyndy"
psycInfo,2007-14176-013,NA,NA,"The crisis of deaths in schools: Interventions with students, parents, and teachers.","Today's society is inundated with many types of violence, devastation, disaster, trauma, war, and death. Children are exposed to violence and injury, both real and enacted, via television, news, movies, and other media (e.g., video games). Children may also experience violence and death in the home through abuse, illness, and accidents. These painful experiences may also confront children in school--the special arena of children. When a death occurs in a child's home, the painful experience is taken into the school. On not-so-rare occasions, accidents, illness, violence, and even death occur in classrooms and common areas. A look at the media reveals a long list of school shootings, such as those that occurred in the Cleveland Elementary School in San Diego, California; Bethel Regional High School, in Bethel, Alaska; and Columbine High School in Littleton, Colorado. And even deaths from apparently natural causes may occur at school--as in the case of 5-year-old Jasmine Man, who fell unconscious after eating lunch at 1:30 P.M. at P.S. 184 in Manhattan, was rushed to the hospital, and was 'pronounced dead at 2:05 P.M.'. When death invades the school and is experienced firsthand, it becomes harder to deal with, because it is real and personal. It is not happening in a movie where the actor comes back the following week healthy and whole, giving an interview; it is not occurring halfway around the world; and it is not happening to a cartoon character. It is real. This chapter focuses on the elementary school environment and on how death directly touches children at this age level. How do the school personnel deal with death? For example, how do they involve themselves with the unresolved emotions of a child who has lost a sibling? How can school administrators help comfort the child and his or her classmates, and give guidance to teachers and parents? If the death is that of a teacher, how are the children in his or her class(es) in particular, and the school in general, informed and cared for? What resources and methods are available to restore routine and a sense of security? Schools are generally thought of as places of safety. Five days a week, parents willingly leave their children in the care of trusted and competent professionals. In a figurative sense, at least, the school acts in loco parentis during this time; that is, it takes the place of the parents. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2007,NA,NA,NA,"Bullock, Roxia B."
psycInfo,1996-98183-004,NA,NA,Impact of virtual reality on young adults' physiological arousal and aggressive thoughts: Interaction versus observation.,"compare the impact of participation vs observing an aggressive virtual reality [video] game on young adults' arousal levels, feelings of hostility, and aggressive thoughts / the major hypothesis was that physiological arousal and aggressive thoughts would increase more for those who participated directly in the virtual experience that for those who observed it / the arousal and social cognitive theories were expected to provide the best fit for explaining how virtual reality impacts adults' aggressive behaviors / no support was expected for a tension-reduction hypothesis / Ss were 36 middle class college students (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1996,NA,NA,NA,"Calvert, Sandra L.; Tan, Siu-Lan"
psycInfo,2005-01913-004,NA,10.1016/S0065-2601(04)36004-1,Violent Video Games: Specific Effects of Violent Content on Aggressive Thoughts and Behavior.,"Three experimental studies, one correlational study, and a meta-analysis tested key hypotheses concerning the short-term and long-term impact of exposure to violent video games. Experiment 1 found that violent video games in general increase the accessibility of aggressive thoughts. Experiments 2 and 3 found that playing violent video games increased aggression, even when arousal and affect were controlled. Experiments 2 and 3 also found that trait hostility and trait aggression were positively related to laboratory aggression. Furthermore, there was correlational evidence of a link between repeated exposure to violent video games and trait aggressiveness. Mediational analyses suggested that the trait effects and the violent video game effects on laboratory aggression were partially mediated by revenge motivation. The correlational study uncovered links between habitual exposure to violent video games, persistent aggressive cognitions, and self-reported aggressive behavior. A destructive testing regression approach found that the video game violence/aggression link remained significant even after stressing the link by partialling out sex, narcissism, emotional susceptibility, and Big Five personality factors. However, consistent with prior empirical and theoretical work emphasizing the importance of media violence in the creation of habitual aggressive patterns of thought, partialling out aggressive attitudes reduced the video game violent/aggression link to nonsignificance. The meta-analyses revealed significant effects of violent video games on aggressive behavior, affect, and cognition; on cardiovascular arousal; and on prosocial behavior. A best-practices meta-analytic approach revealed that contrary to media industry claims, better conducted studies tend to yield stronger effects of violent video games on aggression and aggression-related variables than do more poorly conducted studies. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2004,NA,NA,NA,"Anderson, Craig A.; Carnagey, Nicholas L.; Flanagan, Mindy; Benjamin, Arlin J. Jr.; Eubanks, Janie; Valentine, Jeffery C."
psycInfo,2005-16601-010,NA,10.1037/11384-010,How to Fool Yourself With Experiments in Testing Theories in Psychological Research.,"The synthesis of the Northwestern school of thought concerning basic and applied research with ideas and challenges from its critics paid off, as demonstrated in this chapter with examples from different areas of research. Similar successes resulted in large-scale evaluation projects in the German health and rehabilitation system (Wittmann, Niibling, & Schmidt, 2002), as well as research about the relationships among working memory, intelligence, knowledge, and complex problem-solving performance in complex computer-based business games (Wittmann & Suess, 1999) not reported here. The key concepts in all reported examples had been the application of symmetry principles in relating predictors, causes, and effects. Of special additional importance was incorporating psychometric principles into the experimental treatment to improve its measurement and to shed light into the black box. Investing more in the assessment of criteria and taking a larger slice out of human behavior over longer periods helped as well. We are reminded that time-series designs are the strongest quasi-experimental ones in terms of internal validity. Tools coined as ambulatory assessment have been developed to better assess behavior, feelings, emotions, and performance in real-life field settings. Fahrenberg and Myrtek (1996, 2001) contributed to their development and described the potential and promises. We are confident that assessment, measurement, theory testing, and construct validation will reach new horizons by integrating these tools into our research designs. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2006,NA,NA,NA,"Wittmann, Werner W.; Klumb, Petra L."
psycInfo,2005-16546-000,NA,NA,The second self: Computers and the human spirit.,"In The Second Self, Sherry Turkle looks at the computer not as a 'tool,' but as part of our social and psychological lives; she looks beyond how we use computer games and spreadsheets to explore how the computer affects our awareness of ourselves, of one another, and of our relationship with the world. First published in 1984, The Second Self is still essential reading as a primer in the psychology of computation. This twentieth anniversary edition allows us to reconsider two decades of computer culture--to (re)experience what was and is most novel in our new media culture and to view our own contemporary relationship with technology with fresh eyes. Turkle frames this classic work with a new introduction, a new epilogue, and extensive notes added to the original text. Turkle talks to children, college students, engineers, AI scientists, hackers, and personal computer owners--people confronting machines that seem to think and at the same time suggest a new way for us to think--about human thought, emotion, memory, and understanding. Her interviews reveal that we experience computers as being on the border between inanimate and animate; as both an extension of the self and part of the external world. Their special place betwixt and between traditional categories is part of what makes them compelling and evocative. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2005,NA,NA,NA,"Turkle, Sherry"
psycInfo,2003-04869-006,NA,NA,"Violent video games and aggressive thoughts, feelings, and behaviors.","This chapter examines youth access to violent video games as well as the existing theory and literature on potential negative effects of violent video games. In addition the author presents a meta-analysis of the effects of video games on the domains of aggressive behavior, aggressive affect, physiological arousal, aggressive cognition, and prosocial behavior. The author concludes with lessons learned from the existing literature that should be taken into account in future studies. These lessons include the need for more attention to variability among violent video games when comparing effects of violent and nonviolent games, the need for larger sample sizes in order to reliably detect violent video game effects, the importance of nonviolent or control comparison conditions, the need for more comprehensive reporting of results so as to allow for the calculation of effect sizes, and measures used to quantify video game exposure. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2002,NA,NA,NA,"Anderson, Craig A."
psycInfo,2003-06128-000,NA,NA,Emotions in humans and artifacts.,"This interdisciplinary book presents work on emotions in neuroscience, cognitive science, philosophy, computer science, artificial intelligence, and software and game development. The book discusses the components of human emotion and how they might be incorporated into machines, whether artificial agents should convey emotional responses to human users and how such responses could be made believable, and whether agents should accept and interpret the emotions of users without displaying emotions of their own. It also covers the evolution and brain architecture of emotions, offers vocabularies and classifications for defining emotions, and examines emotions in relation to machines, games, virtual worlds, and music. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2002,NA,NA,NA,"Trappl, Robert; Petta, Paolo; Payr, Sabine"
psycInfo,1997-09115-008,NA,10.1007/978-3-663-10899-3_9,The socio-emotional dimension of using screen media. Current perspectives in German media psychology.,"The authors present an overview of recent German studies that were presented at a media psychology conference entitled 'The Socio-Emotional Dimension in the Use of Screen Media,' which was held in Cologne, Germany in April 1995. The studies dealt with various screen media, including TV, film, personal computers, and video games, focused on different psychological variables, and used different methods of measurement. To bring some order in these widely divergent studies, the authors identify 3 different theoretical perspectives: (a) emotion as related to cognition; (b) emotion as a motivational factor; and (c) emotion as a quality of social interaction. They argue that parasocial interaction is a key concept for future research on the emotional component of the use of screen media. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1997,NA,NA,NA,"Bente, Gary; Vorderer, Peter"
psycInfo,1995-98339-009,NA,NA,"Imaginative play in childhood: Precursor of subjunctive thought, daydreaming, and adult pretending games.","[explore] the adaptive function of children's make-believe games / [propose] the hypothesis that early make-believe play, when suitably nurtured by a family and by other individuals or settings in which the child participates, may serve as the beginning for the emergence of a major dimension of human experience / integrate observations in research on children's play into the broader framework of basic theory and research in general psychology on cognition, emotion, motivation, personality, and social processes  play in the context of psychology's cognitive-affective revolution [cognition and emotion, making sense of one's world, attachment and autonomy, imaginative play as a critical feature of development] / a special role of pretending in early childhood games [make-believe play and the theory of mind; imaginative play and language usage; play, divergent thought, imagery, and verbal fluency; reality–fantasy distinctions and self-restraint] / television viewing and children's imagination / the fate of imaginative play through the life span [fantasy and make-believe in middle childhood, daydreaming and overt pretend play in adult life] (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1995,NA,NA,NA,"Singer, Jerome L."
psycInfo,1999-04273-000,NA,NA,How emotions work.,"Emotions surprise us, leading us to act in ways contrary to our better judgment and seeming to be just beyond our control. The mysterious character of emotions has long inspired ideas about the 'subconscious' and 'drives' that work from hidden regions of our psyche. Aiming to illustrate some of these hidden regions, Katz develops new methods for examining the sources and workings of our emotional life. Katz fills the book with real-life emotions—crying under the pressure of police interrogation, road rage on California freeways, laughter in a funhouse, 8-yr-olds shame-facedly striking out at baseball games—where the rise and fall of emotions can be observed without the artificial influence of the research process. By using videotapes, interviews, ethnographic description, participant observation, and the insights of novelists, Katz studies emotions as physical and embodied rather than as remembered and recounted. He illustrates his methods with photographs and video stills that demonstrate the embodiment of emotions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1999,NA,NA,NA,"Katz, Jack"
psycInfo,1992-98352-009,NA,NA,Anxiety and inhibition: A psychophysiological approach.,"presents the results of three studies in which EDA [electrodermal activity] was recorded in high and low trait anxiety subjects  study 1: induction of negative emotions by the presentation of aversive slides / study 2: induction of frustration during a frustrative video game / study 3: induction of positive emotions by the presentation of erotic slides (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1992,NA,NA,NA,"Naveteur, Janick; Freixa i Baqué, Esteve"
psycInfo,1995-98339-006,NA,NA,Aggressive toy play.,"considers play with aggressive toys and video games / [introduce] further theoretical perspectives and [raise] additional issues that also may enlighten us about the nature, purposes, and effects of such play / begins with an overview of data on war play and war toys / theories and methods used in the study of war play are reviewed  aggressive play [who plays aggressive games, sex differences in aggressive play, effects on aggression, attitudes toward war play] / theories and methods in the study of aggressive play [biological/ethological approaches, psychoanalytic views, social learning theories, frustration–aggression and arousal theories] / further approaches to the study of war toys and play [psychological approaches, social approaches] (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1995,NA,NA,NA,"Goldstein, Jeffrey"
psycInfo,1995-98354-000,NA,NA,Cognitive and social action.,"[The authors of this book] are working where ideas from social science, psychology, cognitive science and artificial intelligence meet. They are interested in social cognition and social action, and in the complex linkage between environmental structuring and the micro and the macro phenomena (including phenomena of 'emergence') of society. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1995,NA,NA,NA,"Conte, Rosaria; Castelfranchi, Cristiano"
psycInfo,1988-98626-012,NA,NA,The role of emotion in advertising revisited: Testing a typology of emotional responses.,"describe Plutchik's psychoevolutionary approach to the classification of emotions and then test his taxonomy on consumer responses to television commercials  pleasure-arousal-dominance (PAD) framework proposed by Mehrabian and Russell (1974) to study emotional reactions to video games (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1989,NA,NA,NA,"Holbrook, Morris B.; Westwood, Richard A."
psycInfo,1989-97561-000,NA,NA,Artificial intelligence and intelligent systems:  The implications.,"This new addition to the series Artificial Intelligence Foundations and Concepts has two main themes: firstly, the need to present artificial intelligence to the reader with little or no formal training in computer studies, and secondly, the need to 'pin down' a number of powerful objections which have been made to the progress of of AI [artificial intelligence] and have threatened to prejudice its future. It provides a sustained and detailed discussion of the arguments involved, at the same time keeping computer 'gee whiz' jargon to the bare minimum.  The author employs a highly readable style to convey his subject, commencing with an in-depth review of Turing's Imitation Game, and asking important questions such as 'What does the imitation game test?', and 'What should the computer be trying to do with it?'. He uses two examples (PARRY and computer chess) to provide a study of what computers can do: and investigates the Socratic method and Dreyfus's strategy to illustrate what computers cannot do. He discusses Searle's strategy and provides a detailed reply to the famous Chinese room.  He reviews a range of problems with applied classical logic to AI, e.g. logics for paradoxes, correcting the mistakes of classical logic, and logic for intelligent artefacts. His chapter on living with computers investigates the issue of distinguishing life from non-life, autonomous movement, the systems approach to finding life, and the concept of computers with free will. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1989,NA,NA,NA,"Anderson, David"
